,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,owns_car,Age,age_group,wealth_segment,postcode,state,country,property_valuation,recency,owns_car_flag
10,323,67,87,2017-11-08,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1970-01-01 10:44:07,167.20999999999998,Male,78.0,Editor,Financial Services,No,47.0,40-50,Mass Customer,2038.0,New South Wales,Australia,12.0,52,0
11,332,71,1656,2017-08-02,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1970-01-01 10:47:39,737.1700000000001,Male,59.0,Chief Design Engineer,Financial Services,Yes,44.0,40-50,Mass Customer,4560.0,QLD,Australia,8.0,150,1
12,374,15,2567,2017-03-07,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1970-01-01 10:44:53,209.84000000000003,Male,97.0,Systems Administrator IV,Financial Services,No,46.0,40-50,Mass Customer,2705.0,New South Wales,Australia,5.0,298,0
13,417,73,492,2017-10-02,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,1970-01-01 10:24:59,1612.25,Male,54.0,Environmental Tech,Financial Services,No,45.0,40-50,Mass Customer,3004.0,Victoria,Australia,9.0,89,0
14,453,9,724,2017-11-22,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1970-01-01 09:29:03,75.13999999999999,Male,7.0,Analog Circuit Design manager,Financial Services,Yes,46.0,40-50,Mass Customer,2190.0,New South Wales,Australia,8.0,38,1
15,482,17,1135,2017-04-22,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1970-01-01 09:46:00,409.8600000000001,Female,60.0,Software Engineer IV,Financial Services,Yes,41.0,40-50,Mass Customer,2539.0,New South Wales,Australia,6.0,252,1
16,641,93,757,2017-10-19,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01 10:13:53,834.9399999999999,Male,91.0,Environmental Tech,Financial Services,No,44.0,40-50,Mass Customer,4019.0,QLD,Australia,8.0,72,0
17,664,100,2383,2017-01-21,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1970-01-01 09:16:04,830.2399999999999,Female,34.0,Compensation Analyst,Financial Services,No,43.0,40-50,Mass Customer,2147.0,New South Wales,Australia,9.0,343,0
18,669,68,3420,2017-04-07,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1970-01-01 10:11:08,1592.19,Male,96.0,Financial Advisor,Financial Services,Yes,41.0,40-50,Mass Customer,4118.0,QLD,Australia,5.0,267,1
19,738,26,2894,2017-01-21,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01 09:24:48,1230.3000000000002,Male,91.0,Geologist III,Financial Services,Yes,44.0,40-50,Mass Customer,4818.0,QLD,Australia,4.0,343,1
20,756,60,2383,2017-07-14,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01 11:19:39,217.51,Female,34.0,Compensation Analyst,Financial Services,No,43.0,40-50,Mass Customer,2147.0,New South Wales,Australia,9.0,169,0
21,830,82,2509,2017-11-08,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1970-01-01 11:43:46,459.46000000000015,Male,99.0,Help Desk Technician,Financial Services,No,50.0,40-50,Mass Customer,4341.0,QLD,Australia,2.0,52,0
22,869,98,3187,2017-07-23,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1970-01-01 10:33:22,143.35999999999999,Male,75.0,Senior Quality Engineer,Financial Services,Yes,47.0,40-50,Mass Customer,2150.0,New South Wales,Australia,7.0,160,1
23,900,77,2567,2017-08-09,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01 11:15:53,445.2099999999999,Male,97.0,Systems Administrator IV,Financial Services,No,46.0,40-50,Mass Customer,2705.0,New South Wales,Australia,5.0,143,0
24,996,60,2572,2017-03-16,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01 11:19:39,217.51,Female,30.0,Engineer III,Financial Services,No,41.0,40-50,Mass Customer,2075.0,New South Wales,Australia,10.0,289,0
25,1012,55,1468,2017-07-29,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1970-01-01 10:30:23,1295.43,Female,37.0,Financial Advisor,Financial Services,No,43.0,40-50,Mass Customer,2519.0,New South Wales,Australia,9.0,154,0
26,1155,16,127,2017-01-03,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1970-01-01 09:36:26,182.81000000000017,Female,81.0,Compensation Analyst,Financial Services,No,47.0,40-50,Mass Customer,4405.0,QLD,Australia,1.0,361,0
27,1239,73,2383,2017-02-18,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,1970-01-01 10:24:59,1612.25,Female,34.0,Compensation Analyst,Financial Services,No,43.0,40-50,Mass Customer,2147.0,New South Wales,Australia,9.0,315,0
28,1286,11,2856,2017-12-24,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1970-01-01 09:30:44,509.97,Female,53.0,Marketing Manager,Financial Services,Yes,45.0,40-50,Mass Customer,2077.0,New South Wales,Australia,10.0,6,1
29,1292,14,3187,2017-10-28,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1970-01-01 11:11:43,152.54999999999995,Male,75.0,Senior Quality Engineer,Financial Services,Yes,47.0,40-50,Mass Customer,2150.0,New South Wales,Australia,7.0,63,1
30,1328,52,1641,2017-04-27,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,1970-01-01 10:20:20,450.77,Male,29.0,Community Outreach Specialist,Financial Services,No,49.0,40-50,Mass Customer,3198.0,Victoria,Australia,4.0,247,0
31,1581,11,204,2017-07-10,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1970-01-01 10:54:58,509.97,Male,56.0,Editor,Financial Services,No,45.0,40-50,Mass Customer,3084.0,Victoria,Australia,10.0,173,0
32,1586,18,133,2017-01-04,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,1970-01-01 09:30:44,143.82,Male,12.0,VP Accounting,Financial Services,Yes,44.0,40-50,Mass Customer,4744.0,QLD,Australia,1.0,360,1
33,1686,68,322,2017-04-03,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1970-01-01 11:13:30,1592.19,Female,19.0,Research Associate,Financial Services,Yes,44.0,40-50,Mass Customer,4350.0,QLD,Australia,6.0,271,1
34,1824,17,1388,2017-05-08,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1970-01-01 09:49:38,409.8600000000001,Male,86.0,Internal Auditor,Financial Services,No,49.0,40-50,Mass Customer,3028.0,Victoria,Australia,8.0,236,0
35,1837,58,2856,2017-05-16,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 11:47:38,771.12,Female,53.0,Marketing Manager,Financial Services,Yes,45.0,40-50,Mass Customer,2077.0,New South Wales,Australia,10.0,228,1
36,1895,21,2778,2017-07-23,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1970-01-01 09:46:00,690.49,Male,50.0,Paralegal,Financial Services,No,43.0,40-50,Mass Customer,2287.0,New South Wales,Australia,5.0,160,0
37,1897,95,1845,2017-01-06,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01 10:50:31,41.129999999999995,Male,34.0,General Manager,Financial Services,No,43.0,40-50,Mass Customer,2125.0,New South Wales,Australia,12.0,358,0
38,1959,42,2383,2017-06-20,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1970-01-01 10:58:46,199.0999999999999,Female,34.0,Compensation Analyst,Financial Services,No,43.0,40-50,Mass Customer,2147.0,New South Wales,Australia,9.0,193,0
39,2038,60,2567,2017-03-29,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01 11:19:39,217.51,Male,97.0,Systems Administrator IV,Financial Services,No,46.0,40-50,Mass Customer,2705.0,New South Wales,Australia,5.0,276,0
40,2043,2,2509,2017-07-10,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 11:27:25,17.869999999999997,Male,99.0,Help Desk Technician,Financial Services,No,50.0,40-50,Mass Customer,4341.0,QLD,Australia,2.0,173,0
41,2057,85,1657,2017-06-18,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01 11:43:38,547.28,Male,11.0,Computer Systems Analyst III,Financial Services,No,44.0,40-50,Mass Customer,2763.0,New South Wales,Australia,9.0,195,0
42,2060,82,2383,2017-12-09,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1970-01-01 11:43:46,459.46000000000015,Female,34.0,Compensation Analyst,Financial Services,No,43.0,40-50,Mass Customer,2147.0,New South Wales,Australia,9.0,21,0
43,2074,12,675,2017-12-30,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01 11:11:43,1069.5500000000002,Female,37.0,Administrative Assistant I,Financial Services,Yes,45.0,40-50,Mass Customer,2048.0,New South Wales,Australia,12.0,0,1
44,2125,24,322,2017-09-11,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,1970-01-01 09:19:12,957.02,Female,19.0,Research Associate,Financial Services,Yes,44.0,40-50,Mass Customer,4350.0,QLD,Australia,6.0,110,1
45,2146,8,3096,2017-04-01,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,1970-01-01 11:17:29,187.38999999999987,Female,32.0,Associate Professor,Financial Services,No,48.0,40-50,Mass Customer,2290.0,New South Wales,Australia,7.0,273,0
46,2156,60,341,2017-08-18,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01 11:19:39,217.51,Male,10.0,GIS Technical Architect,Financial Services,No,45.0,40-50,Mass Customer,2759.0,New South Wales,Australia,8.0,134,0
47,2164,53,322,2017-05-12,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 11:44:55,693.76,Female,19.0,Research Associate,Financial Services,Yes,44.0,40-50,Mass Customer,4350.0,QLD,Australia,6.0,232,1
48,2197,90,2763,2017-01-12,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01 10:33:22,72.59999999999997,Female,30.0,Actuary,Financial Services,Yes,42.0,40-50,Mass Customer,3066.0,Victoria,Australia,10.0,352,1
49,2261,1,2,2017-05-04,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 11:19:44,448.67999999999995,Male,81.0,Administrative Officer,Financial Services,Yes,41.0,40-50,Mass Customer,2153.0,New South Wales,Australia,10.0,240,1
50,2265,95,834,2017-09-28,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01 10:31:14,41.129999999999995,Male,37.0,Environmental Tech,Financial Services,No,48.0,40-50,Mass Customer,3199.0,Victoria,Australia,7.0,93,0
51,2277,54,2778,2017-04-02,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1970-01-01 11:05:15,1279.3999999999999,Male,50.0,Paralegal,Financial Services,No,43.0,40-50,Mass Customer,2287.0,New South Wales,Australia,5.0,272,0
52,2354,53,25,2017-03-04,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 11:42:52,693.76,Male,72.0,Accounting Assistant III,Financial Services,Yes,45.0,40-50,Mass Customer,4413.0,QLD,Australia,3.0,301,1
53,2366,27,620,2017-07-23,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01 10:28:18,110.80999999999995,Female,54.0,Financial Analyst,Financial Services,Yes,48.0,40-50,Mass Customer,4114.0,QLD,Australia,3.0,160,1
54,2394,26,2894,2017-02-02,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01 11:51:36,1230.3000000000002,Male,91.0,Geologist III,Financial Services,Yes,44.0,40-50,Mass Customer,4818.0,QLD,Australia,4.0,331,1
55,2422,23,3308,2017-07-24,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01 09:30:44,75.75,Female,5.0,Cost Accountant,Financial Services,Yes,42.0,40-50,Mass Customer,2062.0,New South Wales,Australia,12.0,159,1
56,2425,22,1890,2017-05-19,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1970-01-01 09:29:25,15.080000000000005,Male,89.0,Analyst Programmer,Financial Services,No,49.0,40-50,Mass Customer,4032.0,QLD,Australia,7.0,225,0
57,2511,36,1465,2017-05-30,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,1970-01-01 11:17:52,437.46,Female,53.0,Mechanical Systems Engineer,Financial Services,Yes,50.0,40-50,Mass Customer,2536.0,New South Wales,Australia,5.0,214,1
58,2552,91,2104,2017-05-15,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1970-01-01 10:06:07,25.08999999999999,Female,31.0,Structural Analysis Engineer,Financial Services,No,42.0,40-50,Mass Customer,4405.0,QLD,Australia,1.0,229,0
59,2680,20,1635,2017-02-07,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01 11:11:43,195.33999999999992,Female,36.0,Safety Technician IV,Financial Services,No,50.0,40-50,Mass Customer,3186.0,Victoria,Australia,11.0,326,0
60,2786,85,127,2017-12-07,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01 11:43:38,547.28,Female,81.0,Compensation Analyst,Financial Services,No,47.0,40-50,Mass Customer,4405.0,QLD,Australia,1.0,23,0
61,2907,21,1656,2017-07-25,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1970-01-01 11:46:44,690.49,Male,59.0,Chief Design Engineer,Financial Services,Yes,44.0,40-50,Mass Customer,4560.0,QLD,Australia,8.0,158,1
62,3057,92,122,2017-08-30,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1970-01-01 09:35:56,155.6500000000001,Male,87.0,Quality Control Specialist,Financial Services,Yes,42.0,40-50,Mass Customer,4817.0,QLD,Australia,2.0,122,1
63,3218,26,127,2017-03-03,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01 09:28:35,1230.3000000000002,Female,81.0,Compensation Analyst,Financial Services,No,47.0,40-50,Mass Customer,4405.0,QLD,Australia,1.0,302,0
64,3263,66,649,2017-11-05,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1970-01-01 11:51:50,64.92999999999995,Female,23.0,Legal Assistant,Financial Services,Yes,47.0,40-50,Mass Customer,2560.0,New South Wales,Australia,8.0,55,1
65,3268,86,2861,2017-09-29,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1970-01-01 09:27:59,110.56,Female,4.0,VP Quality Control,Financial Services,Yes,47.0,40-50,Mass Customer,4154.0,QLD,Australia,9.0,92,1
66,3359,47,2501,2017-02-03,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1970-01-01 11:24:24,189.27999999999997,Female,80.0,Actuary,Financial Services,Yes,50.0,40-50,Mass Customer,2566.0,New South Wales,Australia,9.0,330,1
67,3364,24,3138,2017-02-03,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,1970-01-01 09:28:35,957.02,Male,34.0,Paralegal,Financial Services,Yes,50.0,40-50,Mass Customer,2226.0,New South Wales,Australia,10.0,330,1
68,3405,69,1259,2017-11-19,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1970-01-01 09:24:39,198.22000000000003,Female,23.0,Assistant Professor,Financial Services,No,48.0,40-50,Mass Customer,4702.0,QLD,Australia,1.0,41,0
69,3411,20,387,2017-08-30,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01 11:11:43,195.33999999999992,Male,34.0,Administrative Officer,Financial Services,No,44.0,40-50,Mass Customer,2144.0,New South Wales,Australia,10.0,122,0
70,3453,35,2570,2017-03-12,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1970-01-01 10:08:18,903.11,Male,13.0,Professor,Financial Services,Yes,44.0,40-50,Mass Customer,4812.0,QLD,Australia,3.0,293,1
71,3551,86,1656,2017-04-08,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1970-01-01 10:06:07,110.56,Male,59.0,Chief Design Engineer,Financial Services,Yes,44.0,40-50,Mass Customer,4560.0,QLD,Australia,8.0,266,1
72,3589,85,2586,2017-01-03,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01 09:54:27,547.28,Male,10.0,Tax Accountant,Financial Services,Yes,42.0,40-50,Mass Customer,2032.0,New South Wales,Australia,8.0,361,1
73,3699,73,2169,2017-01-06,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,1970-01-01 10:24:59,1612.25,Male,80.0,Senior Financial Analyst,Financial Services,No,42.0,40-50,Mass Customer,2283.0,New South Wales,Australia,4.0,358,0
74,3749,96,26,2017-04-15,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1970-01-01 10:33:22,129.01,Female,12.0,Editor,Financial Services,Yes,43.0,40-50,Mass Customer,4740.0,QLD,Australia,5.0,259,1
75,3758,1,2570,2017-09-07,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 10:42:53,448.67999999999995,Male,13.0,Professor,Financial Services,Yes,44.0,40-50,Mass Customer,4812.0,QLD,Australia,3.0,114,1
76,3760,51,3308,2017-09-27,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1970-01-01 11:23:29,802.26,Female,5.0,Cost Accountant,Financial Services,Yes,42.0,40-50,Mass Customer,2062.0,New South Wales,Australia,12.0,94,1
77,3812,47,2937,2017-08-29,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1970-01-01 10:49:51,189.27999999999997,Female,47.0,Computer Systems Analyst I,Financial Services,No,47.0,40-50,Mass Customer,3046.0,Victoria,Australia,8.0,123,0
78,3822,53,2622,2017-04-06,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 09:51:10,693.76,Male,13.0,Staff Accountant I,Financial Services,No,42.0,40-50,Mass Customer,4405.0,QLD,Australia,1.0,268,0
79,3873,58,764,2017-10-12,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 10:02:26,771.12,Male,40.0,Environmental Tech,Financial Services,Yes,44.0,40-50,Mass Customer,4305.0,QLD,Australia,1.0,79,1
80,3874,27,2572,2017-10-12,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01 10:05:34,110.80999999999995,Female,30.0,Engineer III,Financial Services,No,41.0,40-50,Mass Customer,2075.0,New South Wales,Australia,10.0,79,0
81,3888,92,1468,2017-06-20,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1970-01-01 10:27:06,155.6500000000001,Female,37.0,Financial Advisor,Financial Services,No,43.0,40-50,Mass Customer,2519.0,New South Wales,Australia,9.0,193,0
82,3974,85,156,2017-03-01,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01 11:43:38,547.28,Female,23.0,Cost Accountant,Financial Services,Yes,42.0,40-50,Mass Customer,3191.0,Victoria,Australia,11.0,304,1
83,3988,74,2902,2017-06-17,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01 09:44:12,827.1599999999999,Female,57.0,Human Resources Manager,Financial Services,Yes,47.0,40-50,Mass Customer,2170.0,New South Wales,Australia,9.0,196,1
84,4058,31,620,2017-07-02,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1970-01-01 11:12:16,57.72999999999999,Female,54.0,Financial Analyst,Financial Services,Yes,48.0,40-50,Mass Customer,4114.0,QLD,Australia,3.0,181,1
85,4072,28,1135,2017-07-19,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 09:24:48,133.7800000000002,Female,60.0,Software Engineer IV,Financial Services,Yes,41.0,40-50,Mass Customer,2539.0,New South Wales,Australia,6.0,164,1
86,4102,51,1465,2017-05-04,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1970-01-01 11:44:55,802.26,Female,53.0,Mechanical Systems Engineer,Financial Services,Yes,50.0,40-50,Mass Customer,2536.0,New South Wales,Australia,5.0,240,1
87,4112,94,204,2017-06-18,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,1970-01-01 11:30:34,641.64,Male,56.0,Editor,Financial Services,No,45.0,40-50,Mass Customer,3084.0,Victoria,Australia,10.0,195,0
88,4118,67,326,2017-04-04,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1970-01-01 10:44:07,167.20999999999998,Female,74.0,Help Desk Operator,Financial Services,No,41.0,40-50,Mass Customer,2515.0,New South Wales,Australia,10.0,270,0
89,4190,1,492,2017-10-01,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 11:51:28,448.67999999999995,Male,54.0,Environmental Tech,Financial Services,No,45.0,40-50,Mass Customer,3004.0,Victoria,Australia,9.0,90,0
90,4203,17,133,2017-12-04,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1970-01-01 11:29:05,409.8600000000001,Male,12.0,VP Accounting,Financial Services,Yes,44.0,40-50,Mass Customer,4744.0,QLD,Australia,1.0,26,1
91,4253,93,3025,2017-05-29,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01 10:33:22,834.9399999999999,Male,27.0,Compensation Analyst,Financial Services,Yes,44.0,40-50,Mass Customer,2155.0,New South Wales,Australia,11.0,215,1
92,4258,29,1259,2017-07-10,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1970-01-01 11:51:36,135.84999999999997,Female,23.0,Assistant Professor,Financial Services,No,48.0,40-50,Mass Customer,4702.0,QLD,Australia,1.0,173,0
93,4297,38,2501,2017-08-15,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1970-01-01 10:57:07,751.02,Female,80.0,Actuary,Financial Services,Yes,50.0,40-50,Mass Customer,2566.0,New South Wales,Australia,9.0,137,1
94,4299,93,2778,2017-11-26,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01 10:13:53,834.9399999999999,Male,50.0,Paralegal,Financial Services,No,43.0,40-50,Mass Customer,2287.0,New South Wales,Australia,5.0,34,0
95,4309,39,25,2017-05-23,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01 10:49:51,1230.27,Male,72.0,Accounting Assistant III,Financial Services,Yes,45.0,40-50,Mass Customer,4413.0,QLD,Australia,3.0,221,1
96,4315,50,570,2017-05-03,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,1970-01-01 09:55:07,43.97,Male,14.0,VP Product Management,Financial Services,Yes,43.0,40-50,Mass Customer,2225.0,New South Wales,Australia,10.0,241,1
97,4322,47,3420,2017-02-16,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1970-01-01 11:24:24,189.27999999999997,Male,96.0,Financial Advisor,Financial Services,Yes,41.0,40-50,Mass Customer,4118.0,QLD,Australia,5.0,317,1
98,4345,47,2937,2017-06-12,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1970-01-01 10:49:51,189.27999999999997,Female,47.0,Computer Systems Analyst I,Financial Services,No,47.0,40-50,Mass Customer,3046.0,Victoria,Australia,8.0,201,0
99,4391,75,2383,2017-01-14,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1970-01-01 10:47:39,1010.02,Female,34.0,Compensation Analyst,Financial Services,No,43.0,40-50,Mass Customer,2147.0,New South Wales,Australia,9.0,350,0
100,4439,67,3420,2017-12-25,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1970-01-01 09:24:39,167.20999999999998,Male,96.0,Financial Advisor,Financial Services,Yes,41.0,40-50,Mass Customer,4118.0,QLD,Australia,5.0,5,1
101,4513,95,186,2017-07-18,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01 10:31:14,41.129999999999995,Female,46.0,Software Test Engineer I,Financial Services,No,47.0,40-50,Mass Customer,4560.0,QLD,Australia,7.0,165,0
102,4581,23,1805,2017-06-15,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01 09:30:44,75.75,Female,90.0,Budget/Accounting Analyst II,Financial Services,No,45.0,40-50,Mass Customer,2460.0,New South Wales,Australia,3.0,198,0
103,4660,2,754,2017-03-28,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 11:27:25,17.869999999999997,Female,15.0,Senior Financial Analyst,Financial Services,No,42.0,40-50,Mass Customer,3850.0,Victoria,Australia,4.0,277,0
104,4674,22,3138,2017-04-04,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1970-01-01 09:19:12,15.080000000000005,Male,34.0,Paralegal,Financial Services,Yes,50.0,40-50,Mass Customer,2226.0,New South Wales,Australia,10.0,270,1
